created_at,full_text,location,text_translated,sentiment_score,sentiment
Mon Sep 30 05:37:34 +0000 2024,#Putrajaya Kementerian Perdagangan Dalam Negeri dan Kos Sara Hidup (KPDN) agresif membendung ketirisan minyak masak paket 1 kilogram (kg) bersubsidi apabila merampas barangan kawalan itu berjumlah RM2.66 juta sejak Januari lalu. https://t.co/Aiu2p0EaRy,Malaysia,Putrajaya Ministry of Domestic Trade and Living Cost KPDN aggressively curbed the leakage of 1 kilogram kg package of subsidized packet when seizing the control item of RM266 million since January,-0.3182,Negative
Mon Sep 30 05:22:31 +0000 2024,@hmetromy Ada juga yg jual RM3.00 utk sepeket minyak masak bersubsidi..boleh penguatkuasa periksa di kedai warga asing..tp brg sukar dpt nk tak nk kna bli.. @KPDN_HQ,Malaysia,hmetromy there are also RM300 for a pack of subsidized cooking oil can be enforced in foreign storestp hard to find no kpdnhq,-0.3818,Negative
Mon Sep 30 05:08:29 +0000 2024,gua tengsin sebenernya bilang ini tapi tengzzz ia @tayswifthinker udah ngadoin gua air fryer SEKARANG GUA KALO MASAK AYAM GA KECIPRATAN MINYAK LAGI,SHE/HER #ブルーロックFA,I can tell you this but Tengzzz it tayswifthinker ha gone a water fryer now when I cook chicken with oil oil again,0.4767,Positive
Mon Sep 30 04:56:51 +0000 2024,#KualaLumpur Margin keuntungan tinggi diperoleh penyeludup tempatan menjadi punca sindiket sanggup menjadi 'pengkhianat negara' apabila menjual paket minyak masak bersubsidi ke negara jiran. https://t.co/5LRUZ61nT9,Malaysia,Contributed to high profit margin obtained by local smuggler a the cause of the syndicate to be national traitor when selling subsidized cooking oil package to neighboring country,-0.0516,Negative
Mon Sep 30 04:19:14 +0000 2024,#Kajang Kejayaan rampas minyak masak bersubsidi bernilai hampir RM15 juta itu hasil risikan terhadap kegiatan sindiket skala besar berpangkalan di Taman Reko di sini kelmarin. https://t.co/IjDlRGfTB5,Malaysia,The success of the nearly RM15 million subsidized cooking oil wa based on intelligence on large scale syndicate based in the Reko Park here yesterday,0.7783,Positive
Mon Sep 30 04:00:50 +0000 2024,@Bossbm17 @gustiadipati9 @Injang_Nation @bossku_team Last aku beli groceries ayam telur minyak masak etc tu berkurang gak la harga compare dengan time PN. Diesel pun dah dua kali turun harga lepas hapuskan subsidi. Kita tak sembang kote kita sembang fakta.,,Bossbm17 gustiadiat9 injangnation bosskuteam Last I bought grocery chicken oil cooking etc and it wa reduced to the price compared to time pnDiesel ha twice dropped twice after eliminating subsidiesWe dont talk about our fact,0.34,Positive
Mon Sep 30 03:35:17 +0000 2024,Ya Lord tanggung jawab aq lg masak mendadak kena cipratan minyak panas gegara NGAKAK WOOYY WKWKWKWK ,"Bekasi, Indonesia",Yes Lord is responsible for cooking dramatically with hot oil chip wooyy wkwkwkwk,0.6124,Positive
Mon Sep 30 03:32:22 +0000 2024,@hmetromy Hostel pekerja asing pun ada juga yg guna minyak masak paket,,hmetromy Hostel Foreign worker also use package cooking oil,0.0,Neutral
Mon Sep 30 02:11:03 +0000 2024,He s so concerned bout what I consume. Pake minyak ga bikin ayamnya. Don t forget to take ur protein Masak apa hari ini And so on huhu ,,He s so concerned bout what I consumePut the oil ga making the chickenDon t forget to take ur protein cook what today and so on huhu,-0.2263,Negative
Mon Sep 30 01:25:16 +0000 2024,Blm beli stok daging frozen kek nugget bakso n chiken karage. Dmna kalo lg krodit tantrumnya anak2 dan gk bisa masak. Biar tinggal kenyor di minyak aja. Gmna kabar thn 2025 ya? Semoga dompetku sll baik2 aja...aku hanya perantara dr Tuhan..duitnya emang asli buat anak2,"Tabanan, Bali, Indonesia",Blm buy frozen meat stock nugget bakso n chiken karageDmna if it is a crab of child and it can be cookedLets stay in the oilGmna news is 2025 yesMay my wallet be good I am just an intermediary from God,0.6124,Positive
Mon Sep 30 01:03:27 +0000 2024,@apanakdikato @MOFmalaysia @anwaribrahim Buat subsidi minyak masak bersasar.,"Samarahan, Sarawak",apanakdikato mofmalaysia anwaribrahim for a targeted cooking oil subsidy,0.0,Neutral
Mon Sep 30 00:24:10 +0000 2024,@tjerealjoker Lps ni InsyaAllah subsidi bersasar minyak masak,Putrajaya ,tjerealjoker lp ni inshaAllah subsidy of cooking oil,0.0,Neutral
Mon Sep 30 00:20:24 +0000 2024,@dinikopi13 Kak dua kelompok produk itu kayanya beda deh. Satunya buat masak atau mengolah kaya saus tiram minyak wijen satunya yg siap makan atau cocolan kaya saus yuzu. Terus di mana letak penjelasan soal produk ini kenapa malah ke dapur Kim ,,Smoking13 Kak Two group of product are a deeperThe only one to cook or to cook rich oyster oyster sesame oil that are ready to eat or cocolan rich yuzu sausageContinue where to explain this product why even go to Kims kitchen,0.8658,Positive
Sun Sep 29 23:05:17 +0000 2024,Mmg utk pasaran di Thailand ke? Minyak masak paket bersubsidi sbgimana beras super tempatan lenyap dr pasaran tempatan... https://t.co/BH6fp8Wycp,Kuala Lumpur,Mmg for the market in ThailandSubsidized packet cooking oil a local super rice gap from the local market,0.5994,Positive
Sun Sep 29 23:00:00 +0000 2024,Kalo biasanya kamu buat donat harus di goreng pake minyak cobain deh resep donat yg satu ini walaupun gak pake minyak tapi rasanya tetap gurih dan enak bgt! https://t.co/bQkNKMMDyW,Nusantara,If you usually make donut it should be fried in the oil cobain and this one donut recipe even if it doesnt pack the oil but it taste like a lot of fun and delicious,0.9294,Positive
Sun Sep 29 18:05:27 +0000 2024,@belongstobae Klo belanja grocery aku paling beli kebutuhan mandi cuci stock snack ama beras minyak sih kak. Krn aku gak ada waktu buat masak lauk jdi aku beli lauk di warteg wkwkwkwk,TBZ,belongstobae klo shopping grocery I bought the best shower wash snack ama rice oilBecause I dont have time to cook side dish so I bought side dish at WARTEG wkwkwkwk,0.6369,Positive
Sun Sep 29 17:17:49 +0000 2024,Punya banyak minyak masak bersubsidi Malaysia kat Thailand. Rakyat marhaen punya susah nak dapatkan bekalan sebab lahanat2 penyeludup ni pi jual barang tu ke negara lain. Org ramai salahkan kerajaan katanya pegawai tak buat kerja. https://t.co/PB2oCep8Uf,,Have a lot of Malaysian subsidized cooking oil in ThailandThe people of marhaen have a hard time getting supply because these smuggler are selling them to other countriesMany people blame the government he said officer did not work,-0.7096,Negative
Sun Sep 29 16:43:50 +0000 2024,@RichardPower_ Gaslighting us won't get your masters anywhere. From the looks of mcm dah Ada pergolakan dalaman hahaha. Pengundi Cina lebih takut penyorok minyak masak kali ini,,Richardpower Gaslighting u Wont get your master anywhereFrom the look of mcm there is an internal turmoil hahahaChinese voter are more scared of cooking oil this time,-0.6901,Negative
Sun Sep 29 16:08:18 +0000 2024,@tjerealjoker Lebih baik kerajaan buat tembok macam kat Palestin tu. Lebih kurang mcm tu lah sekali dgn menara kawalan dan pantau guna kamera dan dron. Keselamatan anggota terjamin drpd peluru sesat serta barang subsidi gula minyak masak diesel dan petrol.,,tjerealjoker is better for the government to make such a wall in PalestineAt least it is a control tower and monitor the camera and droneThe safety of member is guaranteed from heresy and subsidy of diesel and petrol cooking oil,0.6908,Positive
Sun Sep 29 15:47:37 +0000 2024,@ngvibul taruh bawang merah dipojok ruangan (yang udah dikupas + di iris) kamu masak air taruh di baskom terus tetesin minyak kayu putih uapin deh muka kamu kesitu (muka sama baskomnya dicover pake handuk aja biar uapnya ngarah ke kamu),do not follow ,ngvibul Put the onion in the room which is peeled in the iris you cook the water on the baskom and keep the white oil of the eucalyptus on your face,0.0,Neutral
Sun Sep 29 15:45:06 +0000 2024,#infografik Misi pembuktian ketirisan 12 jenama minyak masak subsidi 1 kg di Thailand https://t.co/Xjd5hH2Mdw,Malaysia,Infographic Mission of Reflection 12 Brands of 1 kg of cooking oil in Thailand,0.0,Neutral
Sun Sep 29 15:29:56 +0000 2024,Alhamdulillah tadi belanja beras 25kg ayam 30kg bawang merah 2 karung kentang 10kg bawang putih 5kg jahe 5kg cabe hijau 3kg kol 3 pack minyak 5 liter santan kara 3 kotak besar. Semoga besok berjalan lancar acara masak dan berbagi di pondok pesantren. Aamiin ,,Thankfully the 25kg chicken rice shopping 30kg of red onion 2 sack of 10kg garlic 5kg jahe 5kg green cabe 3kg colm 3 pack oil 5 liter of coconut milk 3 large boxesMay tomorrow run the cooking event and share in the boarding hutAamiin,0.6124,Positive
Sun Sep 29 14:09:43 +0000 2024,MEMEKKKK MANA DUIT TINGGAL 15K MAU MASAK PUN MINYAK SM GAREM DI KOST DIABISIN https://t.co/yg29GZLCDC,Location 404,Make sure you have 15k to cook SM Garem oil in Kost Dischided,0.3182,Positive
Sun Sep 29 13:00:27 +0000 2024,GUNA AIR FRYER? BOTOL SPRAY MINYAK NIE WAJIB ADA! Masak lebih sihat &amp; jimat minyak dengan botol spray ni! Sesuai untuk guna minyak zaitun &amp; lebih mudah dengan air fryer. Tak perlu risau lebih minyak! Grab sekarang ️ https://t.co/54DtZWXKIm #DapurSihat #AirFryer #JimatMinyak https://t.co/0NrUeOeaVY,"Johor Bahru, Johor",Use water fryerThis oil spray bottle is a mustCook healthier ampSave oil with this spray bottleIdeal for using olive oil ampEasier with fryer waterNo need to worry about oilGrab now dapursihat airfryer,-0.4404,Negative
Sun Sep 29 13:00:00 +0000 2024,gamau gua masak lagi minyak tai tai tai sakit tangan gua bangsul,,Gamau I cook again oil tai tai tai pain cave bangsul,-0.5106,Negative
Sun Sep 29 12:14:54 +0000 2024,apar untuk jenis api krn minyak . masak ga punya???,Indonesia,Apar for the type of fire for oilCooking Ga ha it,0.0,Neutral
Sun Sep 29 12:02:31 +0000 2024,@spicycuttlefish Dlu banget mama aku pernah beli ini terus aku pake buat goremg telur pake minyak dimarahin dlu br dijelasin katnya brg mahal ga boleh pakai minyak ntr rusak ga bs dipake lagi agak trauma mau masak pake panci model bgtu mending gofut atau ga masak mie pake panci mie, 🇮🇩,spicycuttlefish dlu banget mama i bought this and i keep it for egg goremg oil paked oil and then it is expensive to use oil ntr damaged ga b dipaked again a bit traumatized to cook panci model bgtu gavut or ga cook noodlesnoodle,-0.6808,Negative
Sun Sep 29 10:44:51 +0000 2024,Elok lah di hapuskan subsidi minyak masak paket 1kg ni Minyak masak subsidi 1 kg RM2.50 dijual dari 37 Bath (RM4.80) - 40 Bath (RM5.20) di Danok Sadao Hatyai dan Songkla. Di bekalkan oleh kilang dr negeri SG4.. Pendedahan oleh harian metro @MOFmalaysia @anwaribrahim https://t.co/ou3mQYtsRK,"Inner Mongolia, People's Repub",It is best to eliminate the 1kg package of cooking oil this 1 kg subsidy of RM250 sold from 37 bath RM480 40 Bath RM520 at Danok Sadao Hatyai and SongklaSupplied by SG4 State Factory Disclosure by Daily Metro mofmalaysia anwaribrahim,0.6369,Positive
Sun Sep 29 10:19:52 +0000 2024,@anwaribrahim https://t.co/YmjlfwL7wO Isu ni bila nak settle? Takkan nk bg brg subsidi pd rakyat negara jiran? Tolonglah siasat pengeluar minyak2 tersebut.. Nmpk mcm ada pengedaran minyak masak jenama2 yg ditapis dan dikilangkan di negeri2 sempadan ni ke sn. @KPDN_HQ @Armizanofficial,"Johor Bahru, Johor",anwaribrahim this issue when to settleWouldnt it be a subsidy to the people of neighboring countriesPlease investigate the oil producer nmpk mcm ha a refined and refined brand cooking oil distribution in these border state to SNKpdnhq armizanofficial,0.34,Positive
Sun Sep 29 09:26:31 +0000 2024,Ooo key dia taruk minyak je waktu tanak nasi. Tapi kalau masak macam ni nasi cepat basi tak eh?,,Ooo key he drive oil in riceBut if you cook this kind of rice fast dont you,0.0,Neutral
Sun Sep 29 08:48:55 +0000 2024,Sebab kenapa aku suka sangat benda ni Nk goreng aym nugget fries karipap bagai letak je dlm jaring &amp; rendam dalam minyak panas. Mudah &amp; cepat masak tak payah dah nak terbalikkan masak pun sekata ja Nk rebus pasta makaroni nk celur sayur pun boleh serbaguna sangat ! https://t.co/hFp0b02VXM,Malaysia,The reason why I like this is so fried aym nugget fry karipap a it put in the net ampSoak in hot oilEasy ampHurry up and cook it is too late to cook evenly and even boil pasta macaroni nk vegetable can be very versatile,0.3612,Positive
Sun Sep 29 07:34:03 +0000 2024,Tgh nk letak kunyit kt ikan terus luka dah jari aku . Paling tak suka kalau nk masak ikan ke udang. Dia punya duri tu pehh. End up aku sapu pakai berus silicon minyak tu &amp; pegang dgn penyepit.,,Tgh put the turmeric in the fish and keep my finger woundMost dont like to cook fish to shrimpShe had that thornEnd up I rub the silicon oil brush ampHold on to chopstick,-0.2755,Negative
Sun Sep 29 05:49:15 +0000 2024,Cek SAMONO Air Fryer 4 Liter 650 Low Watt Mesin Penggorengan Tanpa Minyak Touch Screen Magic Fryer Pot 7 Mode Masak SW-AFW04 White dengan harga Rp295.900. Dapatkan di Shopee sekarang! https://t.co/Wb8PoILoFx https://t.co/fA72a603vl,Indonesia,Check Samono Air Fryer 4 Liter 650 Low Watt Machine without oil Touch Screen Magic Fryer Pot 7 Cooking Mode SWAFW04 White for Rp295900Get it at Shopee now,-0.2732,Negative
Sun Sep 29 05:48:37 +0000 2024,Cek SAMONO Air Fryer 4 Liter 650 Low Watt Mesin Penggorengan Tanpa Minyak Touch Screen Magic Fryer Pot 7 Mode Masak SW-AFW04 White dengan harga Rp295.900. Dapatkan di Shopee sekarang! https://t.co/b171T4FHlM https://t.co/l1AgQrOAne,Indonesia,Check Samono Air Fryer 4 Liter 650 Low Watt Machine without oil Touch Screen Magic Fryer Pot 7 Cooking Mode SWAFW04 White for Rp295900Get it at Shopee now,-0.2732,Negative
Sun Sep 29 05:24:25 +0000 2024,ADUH MALUUU gua lg masak di dapur trs ada yg masak jg tra minyak dia meletus2 trs gua keliatan bgt takutnya,,Oh my gosh I cook in the kitchen and some of the oil are cooking and they erupted and I wa so scared,-0.5777,Negative
Sun Sep 29 04:46:01 +0000 2024,#KualaLumpur Duit subsidi rakyat berjumlah berbilion ringgit dirompak oleh penyeludup. Itu situasi boleh digambarkan berhubung kegiatan berterusan penyelewengan paket minyak masak subsidi 1 kilogram (kg) yang tiada bernoktah. https://t.co/RgZyNFRnlT,Malaysia,Kualalumpur money subsidy of billion of dollar are robbed by smugglersThat situation can be described in connection with the ongoing activity of a 1 kilogram kg subsidy oil packet,0.0,Neutral
Sun Sep 29 04:31:01 +0000 2024,Dia kata kalau masak dekat rumah masuk minyak secawan kecik untuk nasi tu berderai tapi 17 cawan beras tak sampai setengah cawan ,Melaka,He said he cooked near the house in a small cup of oil for the rice to drain but 17 cup of rice wa less than half a cup,0.0,Neutral
Sun Sep 29 04:29:02 +0000 2024,Gulai masak lemak udang Bahan2 *Bawang merah 1 ulas *Bawang putih 2 ulas *Lada 1 biji Serai 1 batang Santan sekotak Cara2 1. Kisar bahan * 2. Tumis tanpa minyak bahan kisar 3. Masukkan santan &amp; air sikit 4. Masukkan serai 5. Masukkan udang garam gula 6. Masak sampai siap! https://t.co/xGSmVmP08J,Malaysia,Cooked shrimp fat ingredients2 red onion 1 clove garlic 2 clove pepper 1 lemongrass 1 coconut milk a box of 1A little water 4 Add the lemongrass 5 Add in the sugar salt 6 Cook until ready,0.3612,Positive
Sat Sep 28 18:02:17 +0000 2024,1. Nasgor make minyak yg buat kue dan garemnya banyak gak pake cabe karena blio gak bs pedes hasilnya rasanya manis dan asin 2. Telor ceplok dan dadar + garem selaut Dah jgn banyak banyak masak aku aja yg masak meskipun harus nonton/buka resep google dulu gapapaaa,,1 Nasgor Make oil make and cook a lot of chili pepper because the blio is not the result of the sweet and salty 2gapapaaa,0.4588,Positive
Sat Sep 28 17:09:46 +0000 2024, Baru tadi nonton video Namjoon mau masak ham pakai air. Dikiranya minyak kali yah.. sampai Jimin kasih tau ke member ,,Just watched Namjoons video cooking waterIf the oil is done Until Jimin Love to Member,0.6369,Positive
Sat Sep 28 14:25:37 +0000 2024,@annearth25 @FOODFESS2 nanya dong kak itu kalo lauk²an balado nya masak pake minyak biasa atau gimana kak??,me as fangirl & hunter GA🍀,Annearth25 Foodfess2 Dong Kak Kak if the Balado side dish cook regular oil or how much is it,0.0,Neutral
Sat Sep 28 14:16:05 +0000 2024,@Solisidtor Dia lebih ok daripada menteri songlap minyak masak dan menteri tutup parlimen,Malaysia,Solisidtor He is better than the Minister of Cooking Oil Songlap and Minister Closing Parliament,0.4404,Positive
Sat Sep 28 14:05:12 +0000 2024,aku lg masak babi buat kbbq trs minyak babi di teflon aku kasi air buat rebusan makan ceri trs dia kelar makan langsung nempel2 sambil smacking her lips kek MBAK NI aku habis mam enak... yaiyala babi masa gaenak yg bener ajh,Singapore,I cooked pig for kbbq trs pork oil in teflon I had water to boil cherry trs he had eaten at all while smacking her lip cake I finished delicious yaiyala pig time,0.5719,Positive
